anrede;vorname;nachname;strasse;nr;plz;ort;kanton;sprachregion;nationaliät;sexcode;mobile_nr;vertrag_nr;konto_nr;auth_device
Frau;Jessica;Steffen;Chemin du Mollard;61;1618;Châtel-St-Denis;FR;fr;Frankreich;w;+41778697557;28045;CH5300772500671379323;ptan
Herr;Philippe;Hofmann;Route de Fribourg;22;1726;Farvagny-le-Grand;FR;fr;Schweiz;m;+41778746051;24838;CH5300772319369103493;ptan
Herr;Hans;Albrecht;Sägholzstrasse;41;9038;Rehetobel;AR;de;Italien ;m;+41778622760;33379;CH5300772141481466519;ptan
Frau;Rita;Köchli;Schädrüti;23;6043;Adligenswil;LU;de;Schweiz;w;+41777414579;43665;CH5300772423776766735;ptan
Frau;Monika;Schuler;Mühltobel;996;9427;Wolfhalden;AR;de;Spanien;w;+41777277738;31577;CH5300772057781206979;ptan
Herr;Roberto;Weber;Via Cantonale;17;6703;Osogna;TI;it;Schweiz;m;+41778366723;34451;CH5300772807583892483;mtan
Frau;Ursula;Keller;Kleinwangenstrasse;18;6280;Hochdorf;LU;de;Italien ;w;+41777038054;41748;CH5300772224915094390;ptan
Herr;Thomas;Stampfli;Neuenkirchstrasse;25;6020;Emmenbrücke;LU;de;Schweiz;m;+41777515541;25498;CH5300772902385626824;mtan
Herr;Andreas;Meyer;Obere Dattenbergstrasse;17;6005;Luzern;LU;de;Schweiz;m;+41777834148;39489;CH5300772014819554259;mtan
Frau;Barbara;Bütschi;Signalstrasse;39;5000;Aarau;AG;de;Schweiz;w;+41777166346;23518;CH5300772554624237195;ptan
Herr;Christian;Wolf;Bifangrain;3;6260;Reiden;LU;de;Italien ;m;+41777354956;30712;CH5300772494203672774;ptan
Herr;Markus;Reinhart;Sandweid;157;6012;Obernau;LU;de;Schweiz;m;+41777957646;29536;CH5300772753942399466;ptan
Herr;Andreas;Müller;Stutzrain;3;6005;St. Niklausen LU;LU;de;Schweiz;m;+41778972925;27264;CH5300772263693422521;ptan
Herr;Hans;Fontana;Schürhof;2;6215;Beromünster;LU;de;Italien ;m;+41777766184;45479;CH5300772791709629687;mtan
Herr;Josef;Furter;Buggenhalde;3;6043;Adligenswil;LU;de;Schweiz;m;+41777962572;32502;CH5300772544246924670;ptan
Frau;Sandra;Weber;Sonnenbergstrasse;23;9055;Bühler;AR;de;Albanien;w;+41778428726;47483;CH5300772975938565817;mtan
Frau;Corina;Jelmini;Ahornweg;7;6208;Oberkirch LU;LU;de;Deutschland;w;+41777583334;31445;CH5300772510275751645;mtan
Frau;Claudia;Papa;Via delle Scuole;8;6579;Piazzogna;TI;it;Schweiz;w;+41778388901;40593;CH5300772604768932073;ptan
Frau;Maria;Gashi;Rue des Noirettes;5;1227;Carouge GE;GE;fr;Schweiz;w;+41777538037;20444;CH5300772289543083176;ptan
Herr;David;Blanc;Rue de l'Eglise;18;1616;Attalens;FR;fr;Bosnien;m;+41777252593;29409;CH5300772442341211418;ptan
Herr;Michael;Schneider;Steinwichslenstrasse;1957;9052;Niederteufen;AR;de;Italien ;m;+41777148489;37531;CH5300772930443902947;ptan
Herr;Philippe;Martin;Rue des Bossons;31;1213;Onex;GE;fr;Frankreich;m;+41777988827;33464;CH5300772952979649146;ptan
Frau;Maria;Wyss;Welletenstrasse;3;5023;Biberstein;AG;de;Schweiz;w;+41777708700;28866;CH5300772714384131951;ptan
Frau;Maria;Schmutz;Spitzmattstrasse;10;6010;Kriens;LU;de;Schweiz;w;+41778582580;25326;CH5300772656426408603;ptan
Frau;Andrea;Christen;Allmend;8;6102;Malters;LU;de;Deutschland;w;+41778408060;23450;CH5300772446766643390;mtan
Frau;Maria;Gilliéron;Route Villageoise;20;1617;Remaufens;FR;fr;Schweiz;w;+41777278415;41880;CH5300772345717322479;mtan
Herr;Alain;Pellet;Grand-Rue;40;1630;Bulle;FR;fr;Schweiz;m;+41778805003;45344;CH5300772933267240667;ptan
Herr;Marco;Graf;Luzernerstrasse;6;6014;Luzern;LU;de;Schweiz;m;+41778196343;36585;CH5300772487387395092;ptan
Herr;Daniel;Meier;Kapf;1;9405;Wienacht-Tobel;AR;de;Bosnien;m;+41778055028;30815;CH5300772128834551571;ptan
Herr;Daniel;Kleiber;Matthofring;34;6005;Luzern;LU;de;Schweiz;m;+41777782105;39723;CH5300772212895085055;ptan
Frau;Monika;Müller;Rosentalweg;4;9410;Heiden;AR;de;Frankreich;w;+41777204487;48913;CH5300772426992510336;mtan
Frau;Doris;Good;Obstalden;1;6274;Eschenbach LU;LU;de;Italien ;w;+41777235054;31471;CH5300772573157221498;ptan
Frau;Daniela;Fischer;Rot;2;6017;Ruswil;LU;de;Schweiz;w;+41778983089;25666;CH5300772483469784021;mtan
Herr;Jachen;Cahenzli;Neubühl;5;6247;Schötz;LU;de;Italien ;m;+41777505352;48477;CH5300772857615063859;mtan
Herr;Peter;Willi;Kreuzmatte;21;6260;Mehlsecken;LU;de;Italien ;m;+41777133114;28892;CH5300772999779805307;ptan
Herr;René;Keller;Mühleweg;22;6030;Ebikon;LU;de;Schweiz;m;+41778756026;49210;CH5300772553041738584;ptan
Frau;Barbara;Wernli;Höflirain;27;6030;Ebikon;LU;de;Schweiz;w;+41777582686;32420;CH5300772187929182870;ptan
Herr;Andreas;Burri;Mätteliguetstrasse;54;6105;Schachen LU;LU;de;Deutschland;m;+41777145803;44261;CH5300772171421097454;ptan
Herr;Daniel;Hess;Rigiblickweg;5;6048;Horw;LU;de;Deutschland;m;+41778837968;36330;CH5300772861366674347;mtan
Herr;Peter;Ott;Franz-Zelgerstrasse;21;6023;Rothenburg;LU;de;Schweiz;m;+41778228694;28324;CH5300772516506700028;ptan
Frau;Daniela;Guerra;Via Sabbione;18;6946;Ponte Capriasca;TI;it;Italien;w;+41778993323;44255;CH5300772567165084631;mtan
Frau;Andrea;Glanzmann;Alte Steig;13;9100;Herisau;AR;de;Albanien;w;+41777954546;26255;CH5300772530390729110;mtan
Frau;Maria;Candinas;Oberi Wigger;3;6252;Dagmersellen;LU;de;Italien ;w;+41777648445;41970;CH5300772783999914253;ptan
Herr;Martin;Fehr;Bächlistrasse;3;9053;Teufen AR;AR;de;Italien ;m;+41777337810;42773;CH5300772004115355828;ptan
Frau;Ursula;Schneider;Birkenstrasse;14;9042;Speicher;AR;de;Italien ;w;+41778625249;45361;CH5300772754861520243;ptan
Herr;Peter;Bosisio;Mauenseestrasse;1;6212;St. Erhard;LU;de;Deutschland;m;+41778877033;21790;CH5300772095798755183;ptan
Frau;Elsbeth;Grossen;Tannerstrasse;58;5000;Aarau;AG;de;Schweiz;w;+41778058303;44432;CH5300772789649918357;ptan
Frau;Sonja;Steiner;Moosmühlestrasse;2;9112;Schachen b. Herisau;AR;de;Bosnien;w;+41778515112;42292;CH5300772009426309774;ptan
Frau;Daniela;Hunkeler;Unterskapf-Unterhaus;;6133;Hergiswil b. Willisau;LU;de;Deutschland;w;+41777374434;22737;CH5300772071775786595;ptan
Frau;Ana;Garcia;Route d'Hermance;521;1248;Hermance;GE;fr;Schweiz;w;+41777745688;27378;CH5300772172183153695;mtan
Herr;Gian;Solèr;Glängweid;1;6247;Schötz;LU;de;Italien ;m;+41778826288;34990;CH5300772419479386375;mtan
Herr;Thomas;Favre;Brambergstrasse;5;6004;Luzern;LU;de;Schweiz;m;+41777243184;25751;CH5300772503845855122;ptan
Herr;Peter;Gysin;Arsenalstrasse;17;6010;Kriens;LU;de;Schweiz;m;+41777738106;22279;CH5300772405091862061;mtan
Frau;Andrea;Müller;Gässliacherweg;14;5033;Buchs AG;AG;de;Schweiz;w;+41777443206;43135;CH5300772449319886838;ptan
Frau;Maria;Bernasconi;Via Massagno;17;6900;Massagno;TI;it;Schweiz;w;+41778418936;46526;CH5300772280806495924;ptan
Herr;Josef;Siegrist;Spissenstrasse;2;6047;Kastanienbaum;LU;de;Schweiz;m;+41778268145;49272;CH5300772459243635753;ptan
Frau;Regula;Baumann;Obere Kohlhalden;19;9042;Speicher;AR;de;Italien ;w;+41777013663;31331;CH5300772683306066413;ptan
Herr;Josef;Meyer;Mattstrasse;18;6014;Luzern;LU;de;Schweiz;m;+41778675418;22593;CH5300772975399945430;ptan
Frau;Anna;Sprecher;Döltschen;3;6234;Triengen;LU;de;Italien ;w;+41777387486;25796;CH5300772347566447400;ptan
Herr;Michel;Weidmann;Route de la Lovateire;4;1690;Lussy FR;FR;fr;Bosnien;m;+41777093038;45158;CH5300772185481536856;ptan
Frau;Nicole;Meyer;Wase;;6018;Buttisholz;LU;de;Schweiz;w;+41778702815;38977;CH5300772684179183340;ptan
Herr;Walter;von Weissenfluh;Sonnenrain;66;6103;Schwarzenberg LU;LU;de;Deutschland;m;+41778306197;42595;CH5300772288519656284;mtan
Frau;Catherine;Roch;Route du Vieux-Chêne;28;1690;Villaz-St-Pierre;FR;fr;Schweiz;w;+41778877381;42461;CH5300772523088370883;ptan
Herr;Peter;Plattner;Himmelrichstrasse;29;6010;Kriens;LU;de;Schweiz;m;+41778164911;23882;CH5300772628435155945;mtan
Herr;Josef;Meyer;Terrassenweg;10;6048;Horw;LU;de;Schweiz;m;+41778245006;30044;CH5300772229017604867;mtan
Herr;Martin;Müller;Schurtanne;829;9428;Walzenhausen;AR;de;Kroatien;m;+41778896877;24623;CH5300772451990338529;ptan
Herr;Andrea;Cavalli;Via Collina;90;6714;Semione;TI;it;Schweiz;m;+41778275484;39677;CH5300772352821481855;ptan
Frau;Susanne;Buser;Rosenstrasse;3;6010;Kriens;LU;de;Schweiz;w;+41778034567;23222;CH5300772704275359364;ptan
Frau;Maria;Wilhelm;Felmisrain;2;6048;Horw;LU;de;Schweiz;w;+41778448492;30472;CH5300772036690050948;ptan
Herr;Daniel;Ramel;Allmend;3;6023;Rothenburg;LU;de;Schweiz;m;+41778583010;30126;CH5300772385538309823;mtan
Herr;Peter;Gerber;Schafmatt;3;6260;Reidermoos;LU;de;Italien ;m;+41778674887;36533;CH5300772738105288390;ptan
Herr;Marco;Chiesa;Strada di Fulmignano;19;6977;Ruvigliana;TI;it;Schweiz;m;+41778055432;33061;CH5300772224052068419;ptan
Herr;Daniel;Marguerat;En Meinoud;33;1745;Lentigny;FR;fr;Schweiz;m;+41778974026;26381;CH5300772898081796595;ptan
Frau;Monica;Giamboni;Rösslimatt;3;6206;Neuenkirch;LU;de;Deutschland;w;+41778897253;43512;CH5300772114313371350;ptan
Frau;Nathalie;Muller;Route des Moulières;10bis;1242;Satigny;GE;fr;Schweiz;w;+41777948941;28679;CH5300772339469334693;ptan
Frau;Ursina;Kokanovic;Staufferweg;5;6215;Beromünster;LU;de;Italien ;w;+41778524224;33124;CH5300772411695173319;mtan
Herr;Peter;Rickenbacher;Brunnmattstrasse;5;6010;Kriens;LU;de;Schweiz;m;+41777892131;36096;CH5300772370569611990;ptan
Frau;Margrit;Meier;Bergstrasse;43;9038;Rehetobel;AR;de;Italien ;w;+41777755328;40521;CH5300772232721622157;mtan
Frau;Ruth;Weber;Schulhausstrasse;7;9052;Niederteufen;AR;de;Italien ;w;+41777992680;34136;CH5300772297683741524;mtan
Herr;Andrea;Bianchi;Via Storta;4;6645;Brione sopra Minusio;TI;it;Italien;m;+41777524476;30928;CH5300772249216983662;ptan
Herr;David;Muller;Rue Edouard-VALLET;71;1232;Confignon;GE;fr;Schweiz;m;+41777856660;27499;CH5300772192768367031;ptan
Herr;Martin;Staub;St. Urbanstrasse;26;6144;Zell LU;LU;de;Deutschland;m;+41777095056;26399;CH5300772246031047779;ptan
Herr;Pietro;Monotti;Via Verbano;24;6710;Biasca;TI;it;Albanien;m;+41778346389;35473;CH5300772338628883179;ptan
Herr;Stefan;Wernli;Sagenstrasse;10;6030;Ebikon;LU;de;Schweiz;m;+41777268798;39009;CH5300772941933053494;mtan
Herr;Luca;Malquarti;Via Soldini;49;6830;Chiasso;TI;it;Schweiz;m;+41777068008;49910;CH5300772333911507461;ptan
Frau;Nicole;Meier;Laubacherstrasse;11;6033;Buchrain;LU;de;Schweiz;w;+41777634607;30179;CH5300772682798826705;mtan
Herr;Alexandre;Cogne;Pfauenstrasse;28;1796;Courgevaux;FR;de;Schweiz;m;+41777692179;24682;CH5300772530875042481;mtan
Frau;Catherine;Rodriguez;Chemin des Voirets;41;1228;Plan-les-Ouates;GE;fr;Schweiz;w;+41777395710;33266;CH5300772186405848695;ptan
Frau;Elisabeth;Poma;Dorf;20;6215;Schwarzenbach LU;LU;de;Italien ;w;+41778817845;33973;CH5300772584812727943;ptan
Herr;Luca;Canevascini;Trutigen;9;6203;Sempach Station;LU;de;Deutschland;m;+41777735998;43651;CH5300772682537857331;ptan
Herr;Davide;Bodino;Via alla Perfetta;1;6864;Arzo;TI;it;Schweiz;m;+41778135926;23725;CH5300772377020549952;ptan
Frau;Claudia;Brkic;Reussmattweg;10;6032;Emmen;LU;de;Schweiz;w;+41777533440;31537;CH5300772187738457730;ptan
Frau;Brigitte;Ruberto;Via Belsito;28;6936;Cademario;TI;it;Italien;w;+41777517562;25793;CH5300772369639559838;ptan
Herr;Daniel;Keller;Bergstrasse;38;6030;Ebikon;LU;de;Schweiz;m;+41778145988;48069;CH5300772943706346338;ptan
Frau;Maria;Furrer;Ausserstalden;1;6142;Gettnau;LU;de;Deutschland;w;+41778446556;20430;CH5300772581930817947;mtan
Herr;Stefan;Croci;Moosgasse;9;6210;Sursee;LU;de;Deutschland;m;+41777663072;30101;CH5300772440542129902;mtan
Herr;Josef;Meier;Hinterebnet;351;9064;Hundwil;AR;de;Albanien;m;+41777966605;48451;CH5300772434641775246;ptan
Frau;Brigitte;Ruberto;Schellenrainstrasse;4;6210;Sursee;LU;de;Deutschland;w;+41778924231;48569;CH5300772902181236192;mtan
Herr;Luca;Zocchi;Wilemattstrasse;43;6210;Sursee;LU;de;Deutschland;m;+41777305999;20087;CH5300772112909857789;ptan
Frau;Maria;Cohen;Chemin du Sautoir-d'Or;20;1294;Genthod;GE;fr;Schweiz;w;+41778323679;31189;CH5300772952271925583;ptan
Frau;Claudia;Keller;Rütiwies;876;9053;Teufen AR;AR;de;Italien ;w;+41778622302;48291;CH5300772108177354530;ptan
Frau;Andrea;Wenger;Wallerstrasse;18;5000;Aarau;AG;de;Schweiz;w;+41777876978;28067;CH5300772508121183201;ptan
Frau;Claudia;Ortelli;Fähndrichweg;10;6210;Sursee;LU;de;Deutschland;w;+41778354395;37418;CH5300772374375698996;ptan
Frau;Francesca;Suter;Oberdorf;10;6166;Hasle LU;LU;de;Deutschland;w;+41777132574;29796;CH5300772240223146515;ptan
Frau;Sarah;Fonjallaz;Route des Condémines;27;1696;Vuisternens-en-Ogoz;FR;fr;Italien;w;+41777268472;38943;CH5300772977485499568;ptan
Frau;Nathalie;Brocard;Impasse en Crosat;23;1670;Esmonts;FR;fr;Schweiz;w;+41778635278;29867;CH5300772424105395223;ptan
Frau;Ursula;Schwarzentruber;Chächebüel;1;6106;Werthenstein;LU;de;Deutschland;w;+41778065892;37064;CH5300772046868389292;mtan
Herr;Andrea;Guerra;Gigenstrasse;2;6182;Escholzmatt;LU;de;Deutschland;m;+41777416195;40079;CH5300772915601409468;ptan
Herr;Stefan;Blatti;General-Guisan-Strasse;10;5000;Aarau;AG;de;Schweiz;m;+41778692473;23095;CH5300772848097989647;mtan
Herr;Philippe;Poncet;Kleinschönberg;129;1700;Fribourg;FR;de;Bosnien;m;+41777564562;31935;CH5300772219681010817;mtan
Herr;Andreas;Winzeler;Kinderdorfstrasse;20;9043;Trogen;AR;de;Italien ;m;+41778326943;35096;CH5300772980768580849;ptan
Frau;Claudia;Spichtig;Fuchsacker;277;9426;Lutzenberg;AR;de;Spanien;w;+41777444693;48734;CH5300772566457531477;ptan
Frau;Daniela;Venzin;Obere Kirchfeldstrasse;1a;6252;Dagmersellen;LU;de;Italien ;w;+41778646770;34947;CH5300772829144959281;ptan
Frau;Claudia;Jucker;Gartenstrasse;9;9038;Rehetobel;AR;de;Italien ;w;+41778575706;20292;CH5300772172621469670;ptan
Herr;Peter;Baumann;Herzbergstrasse;124;5025;Asp;AG;de;Schweiz;m;+41777857825;42976;CH5300772163598985926;mtan
Frau;Elisabeth;Kronig;Schulweg;12;5033;Buchs AG;AG;de;Schweiz;w;+41777397844;27375;CH5300772689555534929;ptan
Herr;Antonio;Rossi;Piazza Francesco Borromini;2;6816;Bissone;TI;it;Italien;m;+41778778651;30975;CH5300772685886633159;mtan
Herr;Peter;Schneider;Schedlern;559;9063;Stein AR;AR;de;Albanien;m;+41777197085;43558;CH5300772702787329633;mtan
Frau;Christine;Kaiser;Langensandstrasse;20;6005;Luzern;LU;de;Schweiz;w;+41778295303;42598;CH5300772257416217670;ptan
Frau;Elisabeth;Pfäffli;Alpsteinstrasse;45;9100;Herisau;AR;de;Kosovo;w;+41777478811;40423;CH5300772233628111414;ptan
Herr;Daniel;Weber;Mattrain;1;6014;Luzern;LU;de;Schweiz;m;+41778218623;38474;CH5300772324755147972;ptan
Frau;Brigitte;Weber;Flecken;1b;9042;Speicher;AR;de;Italien ;w;+41778068038;47996;CH5300772315366575569;ptan
Herr;Andrea;Trisconi;Via alle Scuole;12;6814;Cadempino;TI;it;Italien;m;+41777164752;30597;CH5300772958472987754;ptan
Herr;Martin;Schneider;Dossenstrasse;23;5000;Aarau;AG;de;Schweiz;m;+41777528990;25643;CH5300772889242455765;ptan
Herr;José;Arnold;Trieschweg;15;5033;Buchs AG;AG;de;Schweiz;m;+41778135921;23357;CH5300772636173939481;ptan
Frau;Elisabeth;Götsch;Landscheidi;397;9103;Schwellbrunn;AR;de;Kosovo;w;+41778855982;31276;CH5300772316986522315;mtan
Herr;Peter;Sonder;Schenkenrütiring;52;6280;Hochdorf;LU;de;Italien ;m;+41777772250;29242;CH5300772832005259377;mtan
Frau;Elisabeth;Trümpi;Hirschberg;30;9411;Schachen b. Reute;AR;de;Spanien;w;+41777118045;29296;CH5300772872788861720;ptan
Herr;Peter;Margelisch;Museggstrasse;18;6004;Luzern;LU;de;Schweiz;m;+41777525805;27162;CH5300772128749143612;mtan
Herr;Michael;Schneider;Oeggenringenstrasse;20;6274;Eschenbach LU;LU;de;Italien ;m;+41777162872;33188;CH5300772555006335776;ptan
Herr;Hans;Cavadini;Strada ara Morèla;5;6984;Pura;TI;it;Schweiz;m;+41777467645;30091;CH5300772130831424448;ptan
Frau;Sandra;Meier;Kolbenstrasse;11;6032;Emmen;LU;de;Schweiz;w;+41777868812;30037;CH5300772777720325745;ptan
Herr;Giuseppe;Peduzzi;Flüehüttemattli;23;6174;Sörenberg;LU;de;Deutschland;m;+41777028471;23124;CH5300772035320299529;ptan
Frau;Regula;Leoni;Feldhöflistrasse;14;6208;Oberkirch LU;LU;de;Deutschland;w;+41777366051;39721;CH5300772041108726739;ptan
Frau;Daniela;Conceprio;Via Nobili Rusca;19;6850;Mendrisio;TI;it;Italien;w;+41777708152;47573;CH5300772745318686945;ptan
Herr;Roberto;Gasser;Vorober-Walsburg;2;6154;Hofstatt;LU;de;Deutschland;m;+41777598755;41060;CH5300772663998992198;ptan
Herr;Daniel;Wittmer;St. Ottilien;5;6018;Buttisholz;LU;de;Schweiz;m;+41778658931;30667;CH5300772549903371501;ptan
Herr;Stefan;Meier;Postplatz;2;6130;Willisau;LU;de;Deutschland;m;+41777993817;44492;CH5300772293141052448;mtan
Frau;Maria;Odermatt;Schachenhof;2;6152;Hüswil;LU;de;Deutschland;w;+41778393718;22812;CH5300772407556313097;ptan
Frau;Brigitte;Müller;Allmend;35;6023;Rothenburg;LU;de;Schweiz;w;+41777038419;30097;CH5300772783746555035;mtan
Frau;Marie;Renaud;Chemin De-LA-MONTAGNE;16;1224;Chêne-Bougeries;GE;fr;Frankreich;w;+41777018433;23858;CH5300772217431064505;mtan
Herr;Andreas;Brunold;Winkel;22;6234;Triengen;LU;de;Italien ;m;+41778894769;34446;CH5300772207248148845;ptan
Frau;Daniela;Guldimann;Waldegg;;6018;Buttisholz;LU;de;Schweiz;w;+41777604122;45609;CH5300772122332152397;ptan
Herr;Luca;Infanger;Lehn;4;6170;Schüpfheim;LU;de;Deutschland;m;+41778937344;23777;CH5300772055697611969;ptan
Frau;Anna;Jäger;Sonnhalde;3;6242;Wauwil;LU;de;Italien ;w;+41777578485;43063;CH5300772691487860708;ptan
Herr;Markus;Kasper;Rütiholzstrasse;11;9052;Niederteufen;AR;de;Italien ;m;+41777133644;47682;CH5300772203744665105;mtan
Herr;José;Pfammatter;Obermattweg;13;5033;Buchs AG;AG;de;Schweiz;m;+41777486597;37075;CH5300772571234908201;ptan
Herr;Hans;Buletti;Sentiero Verigana;1;6605;Locarno;TI;it;Schweiz;m;+41778324882;37236;CH5300772876444782834;mtan
Herr;Peter;Müller;Riemen;131;9035;Grub AR;AR;de;Italien ;m;+41777706983;49522;CH5300772380012374413;mtan
Herr;Andreas;Weber;Steinhofhalde;35;6005;Luzern;LU;de;Schweiz;m;+41777024865;23202;CH5300772185859821803;ptan
Herr;Daniel;Galetto;Plenefy;54;1736;St. Silvester;FR;de;Schweiz;m;+41777237528;39634;CH5300772830022627266;ptan
Frau;Nicole;Guex;Chemin des Monts;28;1630;Bulle;FR;fr;Schweiz;w;+41777845239;21152;CH5300772022489511575;ptan
Herr;Roland;Feuz;Rankacherstrasse;32;5033;Buchs AG;AG;de;Schweiz;m;+41777462113;31083;CH5300772200766599530;ptan
Herr;Olivier;Lodari;Entemoos;161;1718;Rechthalten;FR;de;Schweiz;m;+41778784106;31937;CH5300772422241340852;ptan
Frau;Anna;Keller;Rotenwies;5;9056;Gais;AR;de;Albanien;w;+41778504861;44651;CH5300772836574523647;ptan
Herr;Giuseppe;Müller;Warmisbach;8;6153;Ufhusen;LU;de;Deutschland;m;+41777752935;39297;CH5300772344634574011;ptan
Herr;Daniel;Heusser;Frauenrüti;1;9035;Grub AR;AR;de;Italien ;m;+41777744801;28624;CH5300772566491434916;mtan
Frau;Monika;Jurt;Ostergau-Grund;1;6130;Willisau;LU;de;Deutschland;w;+41777922242;49830;CH5300772078595819891;mtan
Frau;Eliane;Favre;Chemin De-LA-MONTAGNE;39;1224;Chêne-Bougeries;GE;fr;Bosnien;w;+41778163128;27309;CH5300772868394625262;ptan
Frau;Ursula;Schneider;Inwilstrasse;7;6274;Eschenbach LU;LU;de;Italien ;w;+41778143746;23179;CH5300772536827072963;ptan
Herr;Hans;Steiner;Kreuzbuchstrasse;91;6045;Meggen;LU;de;Schweiz;m;+41778988663;26533;CH5300772366553919897;ptan
Herr;Daniel;Gadmer;Bann;2;6264;Pfaffnau;LU;de;Italien ;m;+41778762629;34540;CH5300772344208902298;ptan
Herr;Martin;Zanini;Zellmatte;13;6214;Schenkon;LU;de;Italien ;m;+41777838913;29106;CH5300772370338283336;mtan
Frau;Ursula;Schmid;Riemen;194;9035;Grub AR;AR;de;Italien ;w;+41777302016;38683;CH5300772598776554786;ptan
Herr;Patrick;Müller;Hinterwies;17;9042;Speicher;AR;de;Italien ;m;+41777392853;47622;CH5300772174203821818;mtan
Herr;Martin;Tunaj;Neustudenhof;6;6010;Kriens;LU;de;Schweiz;m;+41778777075;36851;CH5300772525936894053;mtan
Frau;Elisabeth;Gutzwiller;Weinberglistrasse;55;6005;Luzern;LU;de;Schweiz;w;+41777446056;49787;CH5300772234117641136;ptan
Herr;Daniel;Müller;Riedmattstrasse;2;6353;Weggis;LU;de;Italien ;m;+41778348943;23792;CH5300772432765797644;ptan
Frau;Elisabeth;Crameri;Junkerstrasse;37;6280;Hochdorf;LU;de;Italien ;w;+41778253170;29107;CH5300772567106670099;ptan
Herr;Paolo;Adami;Alte Grenzstrasse;41;6204;Sempach;LU;de;Deutschland;m;+41777275640;42889;CH5300772806960280496;ptan
Frau;Sara;Müller;Steingasse;1;6146;Grossdietwil;LU;de;Deutschland;w;+41777433386;43478;CH5300772019398752805;mtan
Frau;Anna;Fischer;Eduard-Huberstrasse;26e;6022;Grosswangen;LU;de;Schweiz;w;+41777222654;28210;CH5300772672045916530;ptan
Frau;Maria;Kaufmann;Unter-Lindenegg;;6133;Hergiswil b. Willisau;LU;de;Deutschland;w;+41777647814;23576;CH5300772930437461288;mtan
Herr;Peter;Häcki;Mettelimoos;2;6162;Entlebuch;LU;de;Deutschland;m;+41777392220;31486;CH5300772792776822678;mtan
Frau;Catherine;Widmer;Route du Lavapesson;23;1763;Granges-Paccot;FR;fr;Frankreich;w;+41777336593;49154;CH5300772944710779050;ptan
Herr;Andreas;Meier;Bachstrasse;4;9410;Heiden;AR;de;Bosnien;m;+41777947202;48610;CH5300772209652563218;ptan
Frau;Silvia;Bontà;Via Lecch;2;6862;Rancate;TI;it;Albanien;w;+41778592748;42217;CH5300772439086407582;ptan
Herr;Nicolas;Braissant;Chemin des Verjus;61a;1212;Grand-Lancy;GE;fr;Italien;m;+41777455878;38134;CH5300772729355720554;ptan
Herr;Christian;Bislin;Isenringen;2;6274;Eschenbach LU;LU;de;Italien ;m;+41778334146;38851;CH5300772204949358820;ptan
Herr;Josef;Gashi;Udligenswilerstrasse;3;6043;Adligenswil;LU;de;Schweiz;m;+41778476204;31526;CH5300772323649922328;ptan
Frau;Barbara;Furger;Hauptstrasse;169;6182;Escholzmatt;LU;de;Deutschland;w;+41777092935;38595;CH5300772996263794440;ptan
Frau;Ursula;Dakaj;Schönebüel;1;6019;Sigigen;LU;de;Schweiz;w;+41778444105;27484;CH5300772597080161380;mtan
Herr;Josef;Widmer;Webermättli;4;6142;Gettnau;LU;de;Deutschland;m;+41777837920;31684;CH5300772024778989709;mtan
Herr;Thomas;Favre;Schlossergasse;7;6004;Luzern;LU;de;Schweiz;m;+41778768625;45586;CH5300772548138301869;ptan
Frau;Ursula;Rossi;Kottenmatte;21;6210;Sursee;LU;de;Deutschland;w;+41778476140;42707;CH5300772704548334216;mtan
Herr;Daniel;Erne;Wehristrasse;18;6032;Emmen;LU;de;Schweiz;m;+41778255467;27172;CH5300772939962205332;ptan
Herr;Olivier;Martin;Route de Rougemont;29;1286;Soral;GE;fr;Schweiz;m;+41777908063;49718;CH5300772691512464427;ptan
Herr;Peter;Berger;Birchmatt;5;4915;St. Urban;LU;de;Schweiz;m;+41777033879;47986;CH5300772517012751489;ptan
Herr;Josef;Fischer;Schönenbodenhalden;;6102;Malters;LU;de;Deutschland;m;+41777737344;47018;CH5300772574589057536;ptan
Frau;Ursula;Bachmann;Lehn;594;9427;Wolfhalden;AR;de;Brasilien;w;+41778597438;47952;CH5300772118527933785;ptan
Frau;Sophie;Meyer;Avenue du Guintzet;20;1700;Fribourg;FR;fr;Frankreich;w;+41778642113;23934;CH5300772330930498306;ptan
